riderId,driverId,travelTime,matched
252,3925,4.013674,true
253,1085,0.389849,true
254,9492,1.623641,true
255,7288,1.189536,true
256,9431,3.863641,true
257,4044,3.181618,true
258,7916,0.856521,true
259,655,2.395312,true
260,7674,3.381948,true
261,7415,1.711622,true
262,7665,0.346266,true
263,8273,1.350419,true
264,3209,1.341689,true
265,6411,2.852479,true
266,7671,1.392709,true
267,4061,1.924456,true
268,2811,2.971883,true
269,8218,0.983214,true
270,6670,0.866324,true
271,5880,2.509787,true
272,1092,1.779339,true
273,8224,1.498959,true
274,2310,1.440202,true
275,1174,0.501611,true
276,9546,5.925762,true
277,2354,5.315974,true
278,4111,1.521154,true
279,8108,0.633935,true
280,9226,1.407232,true
281,7168,1.799516,true
282,7838,1.628586,true
283,4008,1.765882,true
284,5012,1.524425,true
285,8150,4.054160,true
286,4576,2.784817,true
287,5785,1.564084,true
288,1355,2.993122,true
289,6375,3.495628,true
290,8103,1.060866,true
291,4381,2.662199,true
292,447,0.667325,true
293,4013,0.276103,true
294,6651,1.753863,true
295,2446,2.318426,true
296,2815,3.210503,true
297,8472,2.377507,true
298,4678,1.995441,true
299,3607,2.737598,true
300,7422,2.029666,true
301,844,1.217294,true
302,4716,1.613931,true
303,3277,0.450037,true
304,9650,2.864585,true
305,8748,1.699917,true
306,8302,1.808989,true
307,3533,2.324709,true
308,3291,4.293456,true
309,3592,2.256177,true
310,891,3.783530,true
311,1143,1.922760,true
312,5212,2.141913,true
313,8802,3.035891,true
314,2884,1.946040,true
315,7606,2.796768,true
316,5015,0.840824,true
317,2632,1.023351,true
318,9524,1.248533,true
319,2837,1.561997,true
320,1833,0.319418,true
321,755,1.197909,true
322,9166,2.801671,true
323,2384,2.028488,true
324,2388,1.965212,true
325,9572,1.371115,true
326,9444,4.518870,true
327,310,2.846398,true
328,6541,3.811903,true
329,679,2.155427,true
330,2593,0.494690,true
331,7026,1.410046,true
332,2329,2.750701,true
333,3857,0.689384,true
334,4948,4.993241,true
335,1081,0.658338,true
336,3305,4.782622,true
337,4106,2.663201,true
338,1794,2.514782,true
339,7763,0.861407,true
340,5999,2.432161,true
341,747,2.303725,true
342,2127,3.230364,true
343,3372,3.453462,true
344,3147,1.086595,true
345,2943,1.754150,true
346,3893,2.614004,true
347,5339,1.916180,true
348,3181,3.405161,true
349,8785,3.752276,true
350,9728,0.520852,true
351,3141,1.300452,true
352,9364,0.640928,true
353,7556,1.192515,true
354,5826,0.790923,true
355,5180,5.306519,true
356,2299,1.388098,true
357,9292,3.544751,true
358,6964,2.076575,true
359,7272,4.897364,true
360,6525,2.597482,true
361,6977,4.636774,true
362,8182,1.364869,true
363,6436,2.607857,true
364,514,2.464761,true
365,4933,2.006190,true
366,6601,3.697181,true
367,8632,4.860902,true
368,6691,3.296050,true
369,5097,2.855761,true
370,1350,0.948419,true
371,8633,1.166588,true
372,7096,2.111115,true
373,2429,3.438800,true
374,9530,0.517251,true
375,2286,4.184640,true
376,1936,1.226899,true
377,753,2.000904,true
378,5446,2.960460,true
379,5499,0.662273,true
380,4659,0.501836,true
381,8773,1.240448,true
382,3507,2.052613,true
383,4006,1.345639,true
384,1657,0.308885,true
385,577,1.474665,true
386,5140,0.420575,true
387,4632,4.059618,true
388,9443,0.682064,true
389,1298,2.220614,true
390,7479,1.009621,true
391,3276,3.394914,true
392,295,2.440230,true
393,506,3.103684,true
394,3143,0.972641,true
395,8480,2.184196,true
396,708,2.364045,true
397,471,0.879706,true
398,262,0.832920,true
399,2401,1.018816,true
400,983,0.685778,true
401,6201,3.327641,true
402,7354,4.864079,true
403,7111,2.273124,true
404,3781,4.469546,true
405,864,1.825718,true
406,1367,3.896743,true
407,9279,2.216705,true
408,288,0.710087,true
409,8282,2.454456,true
410,8638,1.779398,true
411,383,1.689054,true
412,4891,2.530523,true
413,90,0.942319,true
414,7740,5.506328,true
415,7238,1.366868,true
416,1405,1.771002,true
417,5141,2.038973,true
418,2435,0.738167,true
419,1507,0.853907,true
420,5847,1.991977,true
421,1970,2.604625,true
422,2559,3.242975,true
423,9780,6.785004,true
424,5417,3.513307,true
425,8734,1.650246,true
426,2139,4.266594,true
427,1690,2.504436,true
428,942,3.228374,true
429,2600,0.528694,true
430,5846,0.596814,true
431,5377,2.483493,true
432,751,3.031329,true
433,8262,2.098671,true
434,9706,0.611498,true
435,6682,0.642025,true
436,6091,3.652498,true
437,9918,2.605316,true
438,1082,1.401511,true
439,5379,0.623901,true
440,9224,0.488056,true
441,722,1.394006,true
442,3265,2.140302,true
443,7690,4.256043,true
444,8947,1.230975,true
445,7790,2.048739,true
446,5244,2.294300,true
447,6359,1.473749,true
448,1411,2.350182,true
449,2522,1.669997,true
450,429,1.799413,true
451,7597,5.484442,true
452,4119,3.812527,true
453,3869,2.639741,true
454,5958,2.168086,true
455,6902,5.233626,true
456,2253,1.844161,true
457,8311,3.048541,true
458,7173,5.450530,true
459,2748,1.576130,true
460,8800,0.431995,true
461,5962,5.043430,true
462,1890,1.746531,true
463,5640,3.054696,true
464,7593,3.160613,true
465,5863,3.737284,true
466,5654,1.295317,true
467,4172,5.843507,true
468,1555,3.565318,true
469,995,0.523811,true
470,5898,2.806779,true
471,3711,0.991658,true
472,1631,4.977848,true
473,9157,2.849492,true
474,5375,4.704484,true
475,9263,0.416604,true
476,2235,1.812579,true
477,7907,1.541293,true
478,4720,1.184548,true
479,682,2.024898,true
480,6698,1.016431,true
481,4368,3.241114,true
482,8382,3.064518,true
483,292,0.979846,true
484,8189,4.663032,true
485,2369,3.781580,true
486,3912,0.663765,true
487,9898,0.556946,true
488,6038,1.986897,true
489,7859,0.285485,true
490,9397,1.368271,true
491,652,1.892021,true
492,8693,2.642215,true
493,8644,3.596014,true
494,1730,0.901795,true
495,7970,2.311037,true
496,1786,4.061846,true
497,7294,1.446706,true
498,4133,8.274788,true
499,1822,2.618387,true
500,3257,2.005853,true
501,4982,0.650226,true
502,949,3.370218,true
503,3131,0.896800,true
504,6315,1.853474,true
505,7280,1.142023,true
506,1073,1.042893,true
507,641,1.130285,true
508,7695,1.918175,true
509,4579,0.477165,true
510,6605,0.908677,true
511,9596,0.922398,true
512,6115,0.707995,true
513,8215,1.343773,true
514,3491,1.807048,true
515,787,1.440855,true
516,8703,0.428105,true
517,6724,3.346574,true
518,9438,1.723263,true
519,4346,0.445093,true
520,7496,5.691074,true
521,1279,3.727492,true
522,4176,0.637388,true
523,3218,3.993881,true
524,3721,2.201218,true
525,1779,2.785382,true
526,1286,4.479722,true
527,3015,2.790850,true
528,2443,1.609905,true
529,5558,6.442772,true
530,2088,1.803714,true
531,3602,2.532727,true
532,7346,1.082831,true
533,1603,1.292402,true
534,2989,1.466185,true
535,4882,3.727067,true
536,9892,3.608152,true
537,5445,0.613952,true
538,1496,0.474989,true
539,1366,1.137104,true
540,6710,3.105520,true
541,422,2.971058,true
542,3373,3.464561,true
543,2550,4.059549,true
544,7390,2.162992,true
545,4036,6.232900,true
546,1288,3.058249,true
547,6643,1.250869,true
548,3088,1.118146,true
549,6184,2.544390,true
550,9222,2.133147,true
551,5570,1.585471,true
552,1116,3.000564,true
553,2654,1.476531,true
554,7459,0.550594,true
555,4504,2.077089,true
556,6426,1.761822,true
557,7857,2.865019,true
558,25,0.947255,true
559,1254,5.263764,true
560,4425,1.637948,true
561,5806,1.631194,true
562,5128,1.192137,true
563,4112,3.540763,true
564,759,3.243512,true
565,3408,1.490870,true
566,9860,2.182918,true
567,4635,0.385857,true
568,9427,2.039332,true
569,9854,0.891355,true
570,8016,2.199566,true
571,3379,1.178871,true
572,8135,0.712765,true
573,7813,2.458143,true
574,7608,1.900085,true
575,1665,2.405236,true
576,999,1.782074,true
577,2864,0.340338,true
578,215,1.065685,true
579,908,1.144667,true
580,2698,1.102634,true
581,4622,2.289538,true
582,4268,2.404538,true
583,1607,1.766999,true
584,2183,2.620631,true
585,5501,3.795977,true
586,7031,3.456720,true
587,9169,4.144207,true
588,2486,2.943609,true
589,2610,2.270654,true
590,1584,6.244082,true
591,4018,2.211237,true
592,7029,0.545428,true
593,2230,4.579295,true
594,5316,2.430644,true
595,5883,1.145127,true
596,2854,0.936988,true
597,2276,0.795662,true
598,5315,2.723214,true
599,6035,0.528622,true
600,5440,2.171580,true
601,9522,2.497076,true
602,7355,0.665208,true
603,5617,1.608398,true
604,6300,5.603797,true
605,2306,1.617155,true
606,7319,1.311448,true
607,4021,2.100736,true
608,7331,2.693604,true
609,4969,5.736723,true
610,2953,0.086633,true
611,3907,0.384711,true
612,2513,1.606582,true
613,9608,2.136181,true
614,7198,1.295736,true
615,4444,1.117292,true
616,298,3.226807,true
617,8893,1.931409,true
618,5498,2.142334,true
619,9483,1.791474,true
620,3673,1.153299,true
621,8020,5.055099,true
622,5108,5.709487,true
623,792,2.273974,true
624,9765,2.933989,true
625,7883,1.398651,true
626,8337,1.026015,true
627,3144,3.209782,true
628,9000,0.801299,true
629,8797,5.854108,true
630,3349,3.473455,true
631,4744,3.072447,true
632,5734,5.088352,true
633,2242,1.960218,true
634,5299,2.166980,true
635,6311,4.373481,true
636,8554,0.892255,true
637,9679,5.068998,true
638,7662,1.731786,true
639,3282,2.512177,true
640,4976,1.667971,true
641,7529,6.413126,true
642,699,3.561013,true
643,1069,1.716987,true
644,1329,1.530369,true
645,2124,1.637526,true
646,8383,3.786059,true
647,4100,5.294861,true
648,3779,1.513569,true
649,7251,2.180015,true
650,1390,2.020456,true
651,1682,1.672158,true
652,1924,1.448682,true
653,3742,1.463538,true
654,9413,2.110569,true
655,6871,2.270288,true
656,9001,2.853903,true
657,6140,6.064918,true
658,569,1.424056,true
659,2567,5.244616,true
660,7880,1.158340,true
661,8722,3.269887,true
662,7412,6.827712,true
663,1553,0.919370,true
664,8237,2.580006,true
665,7023,4.369843,true
666,3703,3.141017,true
667,6461,0.817841,true
668,7160,2.630002,true
669,9841,1.161426,true
670,6727,0.214488,true
671,9969,2.611378,true
672,2153,4.389353,true
673,3474,1.798320,true
674,2813,1.470130,true
675,8231,3.662501,true
676,6437,1.997403,true
677,1306,2.826894,true
678,1704,2.702776,true
679,2970,2.743631,true
680,5900,0.868399,true
681,4488,1.479474,true
682,6273,2.744406,true
683,9880,3.582263,true
684,5720,1.328301,true
685,5424,0.644903,true
686,9258,0.891388,true
687,5651,1.517645,true
688,9604,2.481173,true
689,3652,3.758248,true
690,3304,1.356809,true
691,2763,0.355696,true
692,6186,3.655663,true
693,1899,2.470559,true
694,9163,0.891378,true
695,5163,1.878536,true
696,8731,2.939807,true
697,973,1.163066,true
698,439,3.380156,true
699,816,0.776867,true
700,6341,2.522466,true
701,7264,0.573603,true
702,2191,2.241636,true
703,4242,2.541755,true
704,1880,4.005668,true
705,3215,2.790772,true
706,2891,2.230604,true
707,6979,3.488197,true
708,3833,0.663080,true
709,3521,2.237455,true
710,3456,1.548239,true
711,8097,0.996917,true
712,3152,1.494687,true
713,9160,1.682139,true
714,5099,2.767747,true
715,8940,2.074751,true
716,3739,1.445452,true
717,1043,3.420607,true
718,8764,3.436748,true
719,8170,1.073214,true
720,6781,1.988614,true
721,4707,0.256558,true
722,6263,2.548864,true
723,395,4.885429,true
724,3952,1.895015,true
725,7723,1.246594,true
726,5876,1.368446,true
727,2586,1.622603,true
728,2459,0.872289,true
729,6425,1.662213,true
730,5839,3.679981,true
731,2853,1.071579,true
732,9760,3.930581,true
733,1800,4.035470,true
734,3333,0.160144,true
735,196,1.314315,true
736,1892,1.204284,true
737,7458,6.450401,true
738,9568,1.994486,true
739,1588,1.620484,true
740,4121,2.494656,true
741,8782,6.619275,true
742,5552,1.545921,true
743,5224,1.777832,true
744,7519,2.635372,true
745,1520,1.929948,true
746,7030,2.833946,true
747,3723,2.126101,true
748,3370,1.480314,true
749,9763,0.990439,true
750,102,4.499616,true
751,8750,1.281573,true
752,1907,3.534659,true
753,6638,2.591061,true
754,7050,2.619738,true
755,8198,4.955887,true
756,3824,0.896945,true
757,5200,0.456095,true
758,5649,3.028111,true
759,7443,1.673845,true
760,4487,1.863595,true
761,8589,3.712504,true
762,6358,1.062636,true
763,6442,0.970115,true
764,8320,2.681570,true
765,2492,0.763298,true
766,8673,4.157608,true
767,5842,0.748960,true
768,6959,1.819366,true
769,4737,4.584218,true
770,3096,2.634021,true
771,4266,4.988547,true
772,9086,1.991163,true
773,7045,5.234590,true
774,7106,2.658318,true
775,3383,3.070388,true
776,9368,4.205785,true
777,7587,0.983499,true
778,4838,1.899154,true
779,2901,3.492991,true
780,8094,1.133011,true
781,7444,4.513583,true
782,4779,3.987563,true
783,5915,2.534634,true
784,597,2.752300,true
785,6941,5.142336,true
786,734,1.699517,true
787,5825,2.152366,true
788,5325,0.767142,true
789,8934,0.377364,true
790,4683,0.626565,true
791,213,2.169081,true
792,9352,0.355720,true
793,1011,1.342717,true
794,3418,4.127841,true
795,4310,3.187320,true
796,2440,2.027789,true
797,153,2.277216,true
798,4406,1.276726,true
799,293,2.921559,true
800,9380,2.147421,true
801,7874,2.094177,true
802,120,0.278838,true
803,7786,2.377716,true
804,7527,1.861117,true
805,3145,1.525883,true
806,2985,5.232388,true
807,5667,4.693483,true
808,402,1.009871,true
809,7833,1.234515,true
810,6962,1.731001,true
811,3279,2.402917,true
812,2594,1.137603,true
813,2963,1.960464,true
814,4736,0.283493,true
815,8745,0.956964,true
816,625,3.350207,true
817,522,3.608863,true
818,7653,0.266296,true
819,1398,4.387043,true
820,1240,2.395801,true
821,5323,3.267064,true
822,2247,1.389616,true
823,715,0.888964,true
824,3541,2.305073,true
825,9764,4.167768,true
826,4524,4.107739,true
827,1124,1.937604,true
828,2169,2.084161,true
829,3241,2.275388,true
830,3691,5.384047,true
831,5737,2.015734,true
832,5931,0.934859,true
833,6753,1.789236,true
834,5398,3.204554,true
835,17,2.556030,true
836,8585,2.296503,true
837,4331,2.107994,true
838,8991,2.054577,true
839,3556,2.213252,true
840,6833,0.873792,true
841,3674,2.539935,true
842,2085,6.354856,true
843,2283,3.056611,true
844,2348,0.728834,true
845,7455,1.968095,true
846,9659,0.374811,true
847,7572,1.028961,true
848,392,2.324552,true
849,8227,0.509736,true
850,795,0.042692,true
851,7570,2.860476,true
852,5845,0.534697,true
853,9244,2.223300,true
854,3127,1.747286,true
855,2397,0.898089,true
856,8368,1.113751,true
857,7325,0.974950,true
858,187,3.369090,true
859,9788,4.410737,true
860,1036,1.004008,true
861,7059,0.777549,true
862,9761,2.963664,true
863,8639,3.293548,true
864,7192,1.831877,true
865,8055,2.405966,true
866,3916,1.629435,true
867,9271,1.057664,true
868,2376,0.982351,true
869,1056,2.795291,true
870,2841,1.480050,true
871,948,3.917089,true
872,4554,1.230294,true
873,4419,2.771700,true
874,7578,0.354065,true
875,7777,0.923910,true
876,4756,1.553813,true
877,5605,0.977373,true
878,760,3.505762,true
879,9462,3.763477,true
880,6987,1.491958,true
881,77,1.874424,true
882,2812,4.156150,true
883,8271,0.825834,true
884,1224,1.431131,true
885,9683,1.287390,true
886,9484,4.870645,true
887,2069,0.379437,true
888,5821,2.274812,true
889,9329,0.538560,true
890,4011,2.399721,true
891,2686,8.486940,true
892,1323,1.829773,true
893,6472,1.891139,true
894,8432,0.475672,true
895,8616,0.301094,true
896,6326,2.888977,true
897,523,3.994288,true
898,6810,4.288497,true
899,290,2.927302,true
900,5822,1.872677,true
901,9003,1.436289,true
902,1518,3.624244,true
903,4489,2.390981,true
904,2826,2.859453,true
905,5427,4.805416,true
906,7620,1.084115,true
907,9826,1.268356,true
908,6991,1.629946,true
909,6415,2.092832,true
910,8801,2.795882,true
911,5013,1.203492,true
912,5653,5.759835,true
913,6767,2.706755,true
914,6645,3.010893,true
915,7481,6.053016,true
916,2243,0.774377,true
917,2258,4.890147,true
918,4181,1.311030,true
919,4004,2.817556,true
920,5186,1.342575,true
921,5457,1.381175,true
922,241,3.761534,true
923,54,4.660759,true
924,8905,0.927498,true
925,8976,1.077352,true
926,565,3.445358,true
927,6795,1.711077,true
928,2408,2.020867,true
929,1882,7.174784,true
930,3397,2.426741,true
931,6551,5.444462,true
932,512,6.036655,true
933,3011,3.614904,true
934,5803,6.127150,true
935,1669,1.305891,true
936,4617,1.198619,true
937,769,1.886641,true
938,1444,1.013571,true
939,168,2.195052,true
940,4300,3.828341,true
941,2259,1.615999,true
942,1354,3.401678,true
943,8912,9.306577,true
944,8312,1.973786,true
945,2967,1.817329,true
946,2177,1.256920,true
947,3102,1.894441,true
948,3755,1.239764,true
949,7860,3.096384,true
950,7979,3.693696,true
951,2821,6.751894,true
952,374,4.619022,true
953,1299,0.933672,true
954,5776,0.674418,true
955,6314,5.409276,true
956,1818,1.618820,true
957,8544,0.937190,true
958,4076,3.815309,true
959,321,1.776644,true
960,3937,3.797957,true
961,5045,4.133859,true
962,5755,1.213184,true
963,9993,0.476802,true
964,2208,1.444477,true
965,9300,0.129732,true
966,1616,2.792313,true
967,7770,0.759326,true
968,7945,1.889470,true
969,526,1.507072,true
970,8355,1.291318,true
971,3050,0.707363,true
972,9541,3.313758,true
973,2619,1.951034,true
974,4872,0.442452,true
975,4928,2.429853,true
976,2777,3.680180,true
977,8770,1.845287,true
978,4040,5.029736,true
979,5894,1.591289,true
980,2755,2.050089,true
981,890,3.378995,true
982,3420,2.624358,true
983,8494,6.495969,true
984,4897,3.647672,true
985,5633,1.383019,true
986,2231,2.813610,true
987,9811,2.900423,true
988,7296,2.548032,true
989,3811,2.705132,true
990,4652,0.579958,true
991,3146,1.020419,true
992,446,2.402784,true
993,9989,3.825423,true
994,600,1.292801,true
995,5656,1.130539,true
996,3400,1.044007,true
997,869,0.966260,true
998,8543,0.841749,true
999,7467,3.145994,true
1000,469,1.682529,true
1001,2659,1.267465,true
1002,4827,1.842393,true
1003,1476,1.082860,true
1004,6181,2.099788,true
1005,1580,2.216401,true
1006,6935,1.787446,true
1007,7028,1.211267,true
1008,6203,2.212346,true
1009,3954,5.281007,true
1010,9370,0.895842,true
1011,1563,1.273788,true
1012,5182,2.979781,true
1013,9083,6.086534,true
1014,2704,2.043537,true
1015,8710,0.916449,true
1016,3003,5.165556,true
1017,2931,2.172374,true
1018,9770,3.406108,true
1019,1248,1.142749,true
1020,174,2.716426,true
1021,7764,5.245095,true
1022,9180,1.271716,true
1023,4316,0.404145,true
1024,8344,2.319070,true
1025,8861,0.781557,true
1026,8998,3.369932,true
1027,2499,3.956256,true
1028,9409,3.059458,true
1029,1189,4.055950,true
1030,135,0.499996,true
1031,8316,1.379875,true
1032,8305,1.738374,true
1033,8019,0.693845,true
1034,6106,1.718507,true
1035,2727,2.694887,true
1036,6920,1.569193,true
1037,4923,3.710397,true
1038,3450,1.531559,true
1039,7673,3.311003,true
1040,6302,0.547859,true
1041,7890,1.036071,true
1042,9033,2.657712,true
1043,9723,0.184107,true
1044,8028,3.744713,true
1045,4287,3.219301,true
1046,6778,1.467099,true
1047,4567,2.590602,true
1048,9123,2.216932,true
1049,4515,3.000896,true
1050,9910,3.649336,true
1051,4778,2.062459,true
1052,3890,3.811333,true
1053,4580,4.038504,true
1054,1526,0.934943,true
1055,3054,2.302730,true
1056,8858,1.504201,true
1057,9877,3.706792,true
1058,5122,0.927420,true
1059,5296,5.978926,true
1060,1957,2.177280,true
1061,372,1.085726,true
1062,9460,1.879654,true
1063,7225,2.629846,true
1064,9486,0.783075,true
1065,7912,1.207864,true
1066,5172,4.889439,true
1067,8219,2.950681,true
1068,4145,1.694800,true
1069,352,0.421331,true
1070,5823,4.565982,true
1071,932,1.646700,true
1072,7228,2.436184,true
1073,5331,0.330776,true
1074,6245,1.998200,true
1075,1703,1.904980,true
1076,4340,2.842392,true
1077,1291,0.784572,true
1078,3093,1.010816,true
1079,9629,2.573032,true
1080,5421,2.802085,true
1081,9240,1.208198,true
1082,4904,2.068286,true
1083,574,1.143902,true
1084,534,2.221300,true
1085,991,0.835904,true
1086,6780,1.757362,true
1087,6884,1.985558,true
1088,3817,0.580519,true
1089,9175,1.786436,true
1090,4418,1.859418,true
1091,3012,4.495022,true
1092,159,0.491665,true
1093,6041,2.276173,true
1094,9266,2.953643,true
1095,65,4.581062,true
1096,16,1.193004,true
1097,8245,4.139678,true
1098,4162,1.725046,true
1099,9259,5.141865,true
1100,4084,4.410707,true
1101,8018,1.510865,true
1102,1629,0.671029,true
1103,2467,3.400478,true
1104,7953,3.901974,true
1105,2340,0.498956,true
1106,6133,0.946426,true
1107,4305,0.621584,true
1108,547,1.532719,true
1109,4801,1.583576,true
1110,8626,0.320852,true
1111,4349,1.524639,true
1112,5571,4.422250,true
1113,1327,3.710195,true
1114,1013,3.492432,true
1115,1839,2.237839,true
1116,3958,1.194375,true
1117,7858,1.809118,true
1118,9884,1.386773,true
1119,1230,1.475631,true
1120,1821,3.098880,true
1121,6913,2.480743,true
1122,6097,2.091888,true
1123,8830,1.431261,true
1124,5545,4.519327,true
1125,868,3.205850,true
1126,2656,2.566580,true
1127,5614,4.299298,true
1128,5841,5.722337,true
1129,3433,0.543811,true
1130,8004,4.795839,true
1131,6477,2.089546,true
1132,5369,1.590516,true
1133,5021,1.715815,true
1134,1422,2.159705,true
1135,2413,2.043324,true
1136,561,2.181091,true
1137,4530,3.511124,true
1138,604,1.721062,true
1139,5565,0.417275,true
1140,8402,2.391837,true
1141,9172,1.066927,true
1142,5663,3.657239,true
1143,2942,2.386986,true
1144,4956,0.726768,true
1145,917,2.594823,true
1146,6891,4.120341,true
1147,9961,2.343340,true
1148,533,1.271090,true
1149,1027,0.447951,true
1150,9178,3.290917,true
1151,6410,1.490311,true
1152,107,6.447085,true
1153,4247,1.511317,true
1154,2976,4.333316,true
1155,4395,1.133371,true
1156,3438,4.979421,true
1157,9966,0.848050,true
1158,6972,2.123832,true
1159,118,1.772393,true
1160,5352,1.660109,true
