riderId,pickupX,pickupY
199,165.378235,455.410177
200,295.939544,456.968367
201,465.642420,297.292490
202,65.235527,2.962128
203,259.399207,257.764604
204,345.260509,305.271093
205,413.574774,67.070341
206,221.863658,484.393006
207,137.921176,499.591055
208,281.441302,391.492604
209,478.057490,297.161844
210,467.348229,413.247823
211,449.454967,208.158523
212,465.535757,166.064581
213,338.565427,463.598787
214,232.774154,177.514721
215,453.640113,178.004568
216,13.727032,358.418065
217,442.258468,32.401895
218,254.180652,227.681166
219,205.184248,169.588053
220,206.891135,463.821337
221,426.888895,7.675148
222,243.797710,422.046527
223,311.929793,156.922663
224,433.760342,273.827378
225,263.343736,307.001041
226,318.515276,397.089656
227,464.313419,337.081612
228,21.202028,69.471609
229,127.587744,489.527571
230,351.600734,394.531888
231,58.483972,239.464467
232,430.128694,221.360503
233,136.772717,487.137420
234,38.680315,101.736368
235,360.344461,397.716462
236,420.554633,65.791637
237,209.278549,114.090081
238,93.999955,187.084124
239,282.783775,172.191060
240,414.315009,51.045957
241,433.451953,255.527562
242,117.981504,336.967533
243,473.363686,435.846376
244,408.962902,272.992657
245,454.808226,260.234119
246,302.089489,226.041897
247,34.726806,461.466006
248,421.359900,144.147595
249,16.461767,188.040874
250,262.024497,477.375699
251,324.991115,473.094966
252,64.476057,65.325500
253,412.551073,187.265772
254,415.258506,294.140145
255,410.396729,449.581397
256,485.914514,94.027018
257,239.423598,402.579589
258,443.927866,69.478631
259,367.470410,393.114535
260,21.676793,228.700823
261,454.346394,438.688571
262,9.099614,406.196790
263,256.973595,400.649649
264,43.684024,53.021665
265,376.507900,30.224395
266,7.426714,102.913729
267,216.899463,1.110637
268,104.570039,109.324982
269,390.076700,193.231948
270,286.207769,288.315001
271,246.784723,346.260772
272,108.261736,495.338469
273,234.082727,258.645723
274,357.866981,10.148128
275,380.601651,468.132286
276,359.862419,303.351537
277,388.886635,313.145293
278,279.869847,210.601050
279,70.496209,440.905421
280,473.353824,145.963111
281,194.002923,197.780602
282,491.090318,144.704386
283,228.637612,410.127628
284,240.632249,137.548357
285,457.042438,339.757638
286,20.644903,423.397873
287,499.445137,77.163407
288,190.394658,325.585070
289,438.539905,317.775157
290,110.209572,487.901845
291,459.457776,351.765484
292,190.390211,190.980336
293,222.432083,186.302993
294,415.834879,447.034200
295,67.112293,10.658006
296,71.552844,461.538024
297,106.952136,209.192757
298,80.274963,334.113565
299,309.695409,325.022285
300,377.530701,107.707791
301,275.706000,278.011278
302,91.846190,465.089306
303,119.735628,244.775764
304,468.127777,14.756151
305,133.696139,415.487753
306,470.830841,204.538924
307,258.100382,352.534789
308,330.173681,450.500414
309,318.058496,389.464894
310,449.441705,71.173482
311,486.064210,425.151945
312,74.336881,72.745848
313,18.278207,87.744901
314,436.363026,239.491805
315,473.613424,65.718351
316,221.397260,345.566938
317,365.649697,429.220902
318,181.883487,119.223925
319,16.252972,493.921719
320,6.493490,358.573220
321,276.746730,211.684298
322,184.636888,319.204453
323,257.581181,207.650803
324,54.860867,168.300344
325,260.668198,421.698864
326,5.966098,427.316518
327,239.897901,353.736771
328,407.575297,405.867064
329,324.825091,156.932060
330,282.925943,163.146916
331,230.111756,270.722079
332,0.818999,20.038692
333,239.034334,436.334268
334,355.940587,84.993014
335,393.212023,291.547739
336,327.183511,149.837627
337,42.685245,298.556570
338,52.131124,157.862145
339,10.570940,19.049259
340,132.525716,245.841692
341,304.743993,213.997616
342,290.328998,114.103979
343,65.341847,412.152149
344,126.892510,184.310828
345,271.361912,460.870347
346,298.790689,163.316673
347,142.219033,145.657452
348,313.029608,243.282748
349,160.853155,240.679057
350,361.629639,233.167265
351,213.824598,331.508023
352,160.990276,434.778239
353,490.807364,433.497543
354,134.980682,47.766989
355,10.988346,314.426140
356,482.359521,312.256720
357,447.103008,18.438811
358,198.912872,475.242204
359,299.185933,379.813076
360,482.609336,497.462618
361,429.586902,309.707128
362,136.106134,201.141450
363,8.401246,336.801261
364,95.100800,295.803301
365,34.185696,283.622988
366,53.307577,409.319346
367,288.678381,64.349636
368,325.248362,394.399088
369,356.214841,397.011562
370,86.582799,276.937901
371,188.628940,233.272864
372,458.362272,261.945994
373,124.650676,422.345268
374,56.378191,215.225878
375,279.160358,42.095020
376,109.684443,494.531921
377,302.131275,450.031228
378,63.409503,412.636869
379,169.690718,429.618339
380,220.133728,476.546726
381,410.451732,333.234002
382,441.392478,362.046631
383,489.115814,352.097701
384,226.275887,350.827006
385,466.319352,475.624430
386,107.631226,178.630390
387,28.794018,337.911422
388,258.034127,417.176077
389,37.134583,487.445084
390,477.479791,140.060712
391,369.814550,157.619025
392,342.655738,203.399857
393,51.563181,360.283011
394,233.692696,5.666494
395,441.814942,72.296649
396,218.450385,77.999181
397,124.665160,435.940385
398,366.680035,296.193811
399,85.613061,248.040540
400,486.815871,398.659317
401,282.346435,69.793639
402,26.682663,340.809224
403,316.919530,49.529553
404,456.066786,315.677159
405,94.898427,14.031803
406,353.883277,22.986052
407,113.396100,50.536970
408,155.581754,474.466847
409,354.391533,171.164614
410,77.468794,281.914421
411,172.325551,224.282469
412,123.785013,486.284299
413,55.687930,493.190968
414,299.659897,51.075549
415,211.158831,401.514827
416,198.477733,161.311468
417,65.839418,426.818466
418,5.723154,440.621022
419,8.204994,209.215896
420,163.034867,123.240739
421,491.635885,430.124561
422,465.981454,95.197552
423,5.729603,327.816625
424,226.983098,49.500286
425,380.070018,211.050020
426,320.838387,283.858015
427,422.727171,29.815574
428,444.475505,406.260845
429,11.483935,463.115254
430,264.832113,403.699183
431,449.633346,87.690736
432,299.178615,172.364689
433,170.163282,498.750185
434,370.734449,203.867015
435,222.242404,263.995128
436,309.087382,171.317242
437,402.144518,305.628271
438,219.710729,161.569867
439,397.095632,221.526865
440,129.783818,255.482155
441,395.000902,176.395299
442,128.556023,66.740504
443,275.606377,316.464352
444,259.654809,211.620347
445,239.372890,187.183585
446,390.023530,496.987327
447,49.187253,362.357138
448,75.584824,381.913657
449,457.008579,425.302176
450,67.260495,489.475614
451,362.645112,77.863128
452,52.639095,119.613717
453,305.079710,491.493739
454,8.367479,341.379246
455,18.109586,56.122814
456,146.252835,323.456742
457,491.538996,427.148700
458,372.096612,95.543647
459,266.760559,218.660969
460,440.442345,419.984791
461,61.284296,341.867281
462,80.704199,393.000541
463,260.620460,341.706693
464,290.553244,287.914158
465,337.895350,141.760101
466,240.973750,498.975112
467,361.676791,367.822160
468,314.061913,243.691478
469,430.708539,383.877848
470,199.424536,434.026235
471,130.600665,340.730994
472,207.945352,332.378235
473,441.995547,407.160833
474,22.721804,266.960429
475,442.326858,426.236553
476,496.135405,293.004223
477,134.011326,15.298832
478,319.303791,251.160014
479,300.761124,107.121056
480,435.572733,192.530728
481,440.677030,111.892062
482,443.241663,110.966314
483,49.880260,264.915983
484,434.376354,347.563763
485,333.663711,313.303716
486,246.347516,409.758332
487,303.490684,486.434475
488,460.644218,277.958409
489,177.642159,189.594825
490,169.546417,56.367671
491,40.911035,57.956307
492,45.400551,61.454472
493,334.464672,408.932010
494,89.527967,131.470204
495,440.844499,234.956019
496,108.205511,83.484286
497,401.044332,185.858752
498,461.693034,340.595217
499,150.706463,0.265047
500,458.942904,301.293369
501,90.697447,58.820836
502,425.411229,25.392603
503,313.673078,148.558068
504,454.301388,266.514302
505,392.714653,147.336486
506,162.604842,289.798696
507,300.716428,160.054692
508,412.465036,275.334734
509,269.926549,164.202068
510,425.674834,422.741475
511,219.891894,451.326685
512,14.528600,140.399870
513,279.029207,83.123629
514,275.784461,424.025666
515,400.143344,216.101617
516,46.153417,203.590339
517,123.435396,487.165224
518,197.516160,65.038386
519,171.891724,193.953418
520,457.979293,333.815830
521,273.417039,248.404438
522,380.917464,40.916011
523,391.672803,329.770600
524,348.308198,278.965299
525,413.304540,314.185857
526,86.951326,395.812786
527,283.089515,411.892579
528,96.575199,366.154202
529,100.508681,0.363033
530,137.366684,27.911970
531,291.344737,401.804975
532,1.122571,169.409588
533,146.130549,316.919631
534,195.004799,205.819920
535,273.619920,293.284239
536,399.792279,388.933444
537,351.925359,476.360305
538,125.557032,152.983917
539,472.565302,463.882456
540,376.852874,311.085142
541,363.385510,360.262014
542,356.789602,381.774327
543,345.167431,106.642837
544,284.776132,343.223403
545,23.708796,344.376379
546,276.251056,83.871613
547,444.259317,454.936522
548,434.379221,242.548597
549,238.417137,7.673620
550,333.478084,8.599004
551,174.939210,138.311387
552,431.847966,283.085838
553,485.391644,375.718824
554,137.715082,385.841227
555,373.163355,132.243441
556,266.156815,229.949642
557,230.089530,473.771103
558,467.163452,75.190165
559,278.778454,389.681361
560,375.401201,115.030626
561,130.708531,89.996307
562,230.775934,247.957878
563,100.259461,367.274970
564,45.557847,433.245032
565,43.064526,274.183780
566,48.611784,33.697663
567,493.418392,284.178100
568,120.188695,3.487553
569,459.947786,222.358054
570,241.768368,187.873864
571,401.349528,76.316583
572,124.604067,363.428185
573,144.723741,322.675776
574,147.904752,462.320957
575,327.877026,134.011968
576,33.000632,192.293723
577,343.943681,262.998806
578,303.373039,485.132501
579,241.770198,35.851464
580,32.089923,380.774426
581,88.731139,225.533868
582,157.972934,81.620804
583,433.992325,116.695059
584,259.732936,492.196645
585,219.709454,318.929493
586,113.345215,92.987564
587,275.248491,332.709975
588,122.096390,484.101854
589,395.236324,23.220917
590,301.019789,374.346521
591,446.098167,11.323543
592,417.846449,184.372873
593,467.710779,48.013432
594,141.133927,278.738370
595,336.898049,198.984811
596,122.895359,141.047819
597,237.718372,129.294943
598,347.836212,58.778859
599,439.840889,444.625645
600,314.216649,89.962357
601,220.780027,415.268251
602,172.391974,242.580487
603,180.355902,481.711869
604,336.244686,409.361059
605,186.470366,216.593803
606,300.005742,165.588544
607,260.136371,396.775217
608,438.373940,55.618305
609,354.671000,21.433396
610,441.376351,464.972088
611,209.060011,497.316551
612,237.073863,99.209428
613,258.724476,300.685551
614,285.000377,468.210440
615,468.267885,216.971024
616,481.134736,105.072773
617,410.254442,253.803216
618,101.239429,32.515900
619,451.667299,20.825886
620,223.560352,226.503224
621,25.417758,270.584307
622,414.167045,16.733266
623,158.124468,398.781506
624,128.622992,6.717846
625,197.354052,9.325768
626,282.210695,192.356753
627,31.612414,159.846145
628,267.596420,7.234273
629,24.598478,116.731871
630,353.604637,25.305026
631,391.579937,365.255327
632,381.682447,7.202453
633,330.223173,239.967171
634,487.669151,385.094842
635,380.807029,363.306157
636,215.646747,142.830429
637,231.473131,106.244947
638,357.931780,363.054048
639,3.012575,13.797443
640,150.679516,481.044713
641,444.662105,70.341623
642,78.106337,6.214511
643,447.479847,314.966168
644,489.996595,146.525887
645,335.094065,155.427875
646,16.945091,398.525587
647,22.965394,270.810818
648,375.696736,246.260103
649,346.776061,237.607005
650,92.979959,146.028763
651,148.157143,461.692444
652,440.390565,460.747037
653,71.687740,149.551163
654,465.168151,447.634121
655,470.947030,406.103794
656,422.116895,296.005036
657,343.373676,103.626176
658,160.458125,58.139266
659,313.784046,426.497392
660,96.062044,115.513935
661,364.623548,459.895472
662,304.291111,75.131243
663,267.373261,357.063029
664,1.597733,196.236241
665,4.006269,489.393821
666,245.054283,106.412172
667,379.986312,56.345351
668,68.153236,177.857413
669,21.023382,408.061386
670,488.500827,499.589182
671,14.649195,312.592152
672,368.437348,399.385612
673,104.647576,81.728961
674,483.152707,440.469321
675,71.472824,354.724017
676,352.525846,242.251847
677,235.011700,427.544682
678,422.701757,351.899938
679,397.392035,306.815926
680,41.330107,224.050838
681,3.014203,162.233112
682,356.424625,149.695322
683,330.578693,48.981450
684,282.962356,212.063513
685,147.606304,172.577259
686,23.627352,37.290068
687,451.794480,72.550134
688,300.513335,250.701515
689,195.526739,408.513986
690,453.135011,145.760026
691,239.948965,42.428773
692,384.757957,122.014540
693,213.249684,324.233751
694,493.842190,450.851088
695,454.128722,404.537058
696,210.304490,383.400979
697,305.911367,17.674934
698,67.339924,23.656831
699,189.362924,1.208431
700,378.703070,251.662584
701,122.981077,343.803718
702,58.634601,296.585443
703,178.391160,282.446539
704,417.029010,327.543750
705,255.442220,402.069888
706,385.974574,151.256459
707,36.699112,325.928101
708,85.456559,279.896023
709,34.248986,423.429386
710,415.800065,259.968223
711,273.087640,3.642729
712,472.338849,233.608529
713,364.824288,207.324042
714,13.831937,237.376403
715,13.040909,258.060269
716,480.309491,230.444830
717,357.364556,384.009216
718,148.315113,284.024383
719,7.159346,75.716453
720,431.921558,256.926945
721,137.717024,402.620062
722,86.432018,128.366056
723,121.922727,371.107329
724,148.339552,458.407070
725,348.595303,270.366835
726,349.901951,198.921670
727,135.049368,118.783147
728,479.599977,283.467771
729,475.898470,193.250023
730,220.781737,83.207379
731,282.716841,196.532402
732,389.956110,427.791016
733,259.899748,393.685853
734,213.483580,455.079116
735,130.909845,27.546476
736,326.822655,71.636958
737,76.070078,5.432864
738,54.025433,277.131280
739,468.160924,234.455761
740,226.835872,30.072876
741,295.302432,71.210084
742,332.529720,209.791190
743,41.949682,143.127568
744,137.544795,60.093072
745,258.302205,293.397520
746,119.986015,283.749502
747,86.026029,99.116832
748,58.249190,193.770168
749,123.909728,313.209535
750,465.293181,17.367587
751,210.923080,184.659834
752,228.499862,91.578566
753,476.120085,418.731720
754,313.596730,285.702279
755,354.925430,49.101902
756,217.776960,35.030705
757,199.566195,207.211981
758,11.936974,372.788625
759,117.758415,190.649474
760,294.861825,302.766535
761,258.230577,351.996323
762,193.223544,263.821484
763,424.263844,152.337344
764,180.418175,299.237203
765,137.151556,249.500124
766,454.552021,358.876229
767,90.328014,220.101544
768,411.298008,430.123141
769,331.889439,446.605337
770,370.878151,414.809525
771,488.327482,335.848592
772,170.088119,343.627551
773,395.518350,373.874426
774,10.065438,146.980605
775,134.358362,63.411708
776,58.412576,281.785682
777,177.909295,34.971553
778,240.321596,47.433741
779,144.514602,70.284619
780,417.507111,410.930620
781,17.070164,427.681593
782,246.039539,101.182501
783,132.481033,213.023570
784,424.580641,125.456238
785,267.308161,96.917796
786,293.058576,207.236510
787,245.706729,439.208145
788,318.479966,444.017818
789,173.980496,345.108545
790,409.361363,236.011127
791,162.424224,343.851645
792,233.172963,242.311051
793,229.598660,250.353819
794,272.222292,279.760973
795,496.780479,343.151404
796,242.566020,191.570123
797,271.052267,267.742198
798,217.822914,277.677632
799,184.344878,53.469978
800,345.171365,396.925326
801,202.717784,314.218768
802,414.349993,322.292348
803,45.260100,88.437538
804,242.139814,354.760915
805,355.217944,362.394744
806,364.591942,78.824278
807,347.301484,112.066333
808,387.174675,473.213912
809,114.597407,193.689364
810,29.049082,374.114890
811,316.110442,110.767668
812,411.842355,24.954286
813,81.680287,86.194612
814,485.573454,136.789213
815,164.867503,472.162097
816,154.795339,26.387391
817,146.375249,337.653616
818,166.553880,495.284476
819,340.670786,83.573524
820,148.423082,162.419013
821,486.693695,148.943009
822,339.661716,465.386856
823,309.885344,288.097681
824,41.446639,0.923906
825,127.246661,18.450233
826,123.173060,283.916828
827,329.729107,161.135759
828,60.972367,366.058215
829,316.986236,422.736121
830,451.883021,70.203914
831,278.361038,195.283686
832,242.520589,364.556604
833,110.956842,183.873597
834,34.627613,121.991294
835,240.737084,106.467830
836,281.544694,184.154576
837,165.822258,48.852946
838,469.428966,277.411035
839,172.499562,99.217575
840,484.956372,408.276676
841,383.933835,131.444418
842,307.279482,399.670394
843,89.165683,53.965565
844,426.172496,216.131201
845,165.705640,491.908725
846,480.580441,166.090079
847,352.880673,224.266066
848,32.199481,462.352013
849,155.062071,254.945991
850,137.250864,468.134813
851,254.001341,156.822287
852,456.270514,255.328113
853,487.723635,291.273993
854,46.522141,354.077024
855,209.775464,172.213063
856,214.551433,278.361555
857,177.096523,113.226044
858,367.434067,70.934173
859,27.382855,369.209656
860,190.430857,222.794376
861,397.531433,259.759316
862,196.047879,387.320447
863,303.603542,240.573293
864,234.910113,327.245156
865,49.717570,71.264268
866,432.392025,3.853327
867,158.378822,113.224008
868,216.608693,142.095811
869,117.977190,379.565569
870,133.156262,482.755726
871,124.530761,250.671495
872,499.900787,263.369195
873,454.226396,263.505453
874,141.149463,253.294331
875,140.905727,80.598460
876,454.698536,405.138371
877,248.367865,145.499882
878,407.537272,374.694748
879,221.207662,135.487302
880,226.397683,304.607727
881,69.881052,129.458241
882,47.874616,363.174038
883,495.786655,419.180520
884,119.501150,79.007142
885,490.375532,105.457220
886,297.949279,14.731376
887,448.648482,37.265683
888,73.436239,278.439273
889,421.873139,271.559456
890,160.451655,280.337299
891,296.950665,54.175410
892,334.081091,3.820970
893,430.584420,348.167571
894,158.486741,375.162390
895,85.250811,164.893078
896,49.515951,84.059255
897,410.945145,385.304213
898,236.943667,428.485775
899,191.772715,394.154934
900,143.514921,431.602625
901,129.678486,188.208775
902,477.738560,105.924214
903,68.955891,161.039073
904,445.293844,320.508063
905,274.648345,11.641427
906,419.946335,260.622420
907,165.554272,171.832074
908,179.029917,456.164756
909,268.269696,298.284944
910,400.836983,295.045127
911,102.549479,229.063803
912,41.668603,330.814728
913,230.241372,361.635161
914,458.832130,40.011578
915,300.144534,169.601092
916,222.533589,484.011352
917,99.366921,38.770526
918,464.397243,82.613165
919,378.103409,269.690877
920,343.255286,412.156189
921,49.229401,463.391449
922,269.885322,99.654634
923,276.702250,79.843371
924,421.533637,496.254815
925,457.485364,234.520034
926,294.347678,378.259667
927,170.557724,277.446011
928,87.250690,442.032265
929,313.543990,381.250856
930,84.327327,330.281405
931,372.598214,249.998752
932,404.448689,351.548746
933,74.396749,148.943345
934,16.650640,432.158422
935,50.443472,246.861235
936,277.689314,170.456189
937,103.363432,257.246534
938,434.232992,146.857068
939,202.458328,62.402662
940,46.309550,380.036315
941,451.520007,405.346614
942,130.913887,9.540409
943,465.746096,338.444761
944,495.089995,428.160786
945,366.573933,424.828051
946,226.337283,183.604754
947,453.347332,198.888691
948,134.851126,18.314184
949,38.952725,105.538880
950,96.892671,418.724193
951,442.909470,54.416402
952,231.493120,0.820251
953,219.871183,344.850725
954,153.732669,467.543757
955,364.093134,40.156958
956,186.994978,235.412215
957,471.143059,395.704245
958,383.882473,142.661985
959,156.980548,174.208750
960,0.888477,419.287630
961,431.502730,113.830623
962,195.457186,320.543351
963,198.751818,449.907924
964,165.722533,499.788620
965,109.202443,229.539671
966,233.002275,324.001273
967,120.894653,199.733841
968,475.033761,415.847817
969,335.650903,294.465237
970,453.973024,239.892274
971,464.213162,193.742038
972,347.338760,37.340914
973,139.858734,78.658488
974,382.368520,353.662044
975,243.901344,60.415522
976,394.663669,296.486263
977,428.456367,318.419714
978,80.535794,7.383789
979,121.946913,242.824814
980,89.126743,130.432308
981,481.050187,340.259365
982,5.159742,312.929762
983,9.131020,327.987441
984,6.089597,479.173264
985,395.682314,211.378715
986,38.454472,276.916402
987,43.889614,212.317643
988,247.392577,207.933908
989,244.159882,192.061069
990,110.571702,19.063821
991,20.301977,191.056613
992,273.190045,448.163894
993,322.019243,390.363931
994,454.241819,390.610184
995,462.472046,184.574231
996,495.901144,476.282390
997,2.890875,144.502778
998,157.663229,424.421710
999,167.568255,439.432662
1000,114.791608,374.313542
1001,332.030449,283.317237
1002,306.655607,173.438747
1003,164.787356,167.102591
1004,294.702369,341.553420
1005,118.781937,40.210010
1006,132.092701,119.098798
1007,162.508023,208.222658
1008,417.440505,151.409127
1009,412.738037,20.949438
1010,203.630330,456.376823
1011,180.899735,435.292739
1012,259.348131,372.550605
1013,373.363925,250.726177
1014,335.745095,187.083726
1015,192.252601,231.691640
1016,73.564899,98.515850
1017,167.849618,450.854614
1018,497.099607,78.063457
1019,216.293788,9.909961
1020,180.499799,54.910116
1021,156.956802,320.509785
1022,139.249662,165.929410
1023,442.756118,356.888624
1024,295.027702,78.339662
1025,253.625635,223.890185
1026,485.709182,114.980845
1027,78.464490,19.353736
1028,443.926452,86.220913
1029,464.107214,308.197300
1030,447.388320,359.939711
1031,241.205786,67.038416
1032,452.070054,281.605285
1033,246.387263,202.822466
1034,455.420589,90.148807
1035,347.647778,196.682251
1036,100.893597,462.160663
1037,445.666765,75.131501
1038,127.394526,256.871670
1039,67.572812,264.698897
1040,187.645475,427.449907
1041,191.665023,443.237996
1042,308.005407,410.334875
1043,41.691756,261.402587
1044,338.942664,103.647169
1045,267.510911,271.155631
1046,150.142906,298.153453
1047,185.303917,64.684039
1048,57.144555,129.832485
1049,84.987908,496.720378
1050,27.430095,281.779942
1051,25.068541,436.026499
1052,103.060998,275.005501
1053,25.898410,267.673030
1054,194.229460,252.617813
1055,141.153496,346.752483
1056,443.510298,179.958661
1057,34.313213,286.292784
1058,234.131607,354.439687
1059,412.026759,347.391827
1060,117.242548,43.150766
1061,469.471471,287.972484
1062,462.942318,443.751286
1063,384.156392,318.061750
1064,497.744166,494.721312
1065,354.097008,304.126104
1066,77.183434,344.741447
1067,213.884581,62.749504
1068,56.439145,27.786413
1069,277.896495,484.819161
1070,464.123297,80.458960
1071,253.741312,335.388134
1072,354.802622,481.156751
1073,341.005132,381.512667
1074,214.352419,386.856862
1075,480.463477,10.616262
1076,118.902450,192.618298
1077,147.145463,215.311180
1078,2.919860,441.344811
1079,86.984834,237.112128
1080,374.884383,66.916485
1081,481.264936,281.105678
1082,130.046107,362.490055
1083,185.662555,36.392904
1084,248.916466,427.584226
1085,431.417898,263.001797
1086,137.427913,162.507800
1087,195.006051,434.969554
1088,160.108298,146.754695
1089,339.657541,361.424145
1090,41.150826,459.181452
1091,107.173510,342.748186
1092,259.920744,172.099231
1093,91.703522,257.287219
1094,347.225064,378.853468
1095,458.501915,15.568256
1096,96.581796,195.031235
1097,380.150819,63.623588
1098,140.760243,207.127295
1099,450.336213,64.768391
1100,108.024137,329.316437
1101,200.985494,40.060050
1102,164.794627,468.921215
1103,292.423059,101.670475
1104,171.860029,294.230359
1105,468.172930,470.532233
1106,429.794665,244.514626
1107,466.134970,229.872487
1108,65.909244,221.403521
1109,256.084251,229.628379
1110,19.840149,153.227239
1111,229.790379,223.240840
1112,317.795544,329.494977
1113,304.526485,187.952930
1114,386.510940,61.372118
1115,313.335294,352.492863
1116,47.127427,335.834877
1117,46.142063,231.900452
1118,46.490638,196.122970
1119,374.652141,448.259899
1120,28.778708,99.176633
1121,40.943413,298.230644
1122,223.902953,471.936314
1123,414.761429,413.521821
1124,330.784546,112.699308
1125,327.748099,448.834975
1126,103.396374,461.169302
1127,474.181836,23.303428
1128,5.368656,91.400980
1129,327.280328,136.085579
1130,484.992748,65.533617
1131,57.714422,474.523543
1132,436.617164,23.023415
1133,56.704222,434.157086
1134,256.715378,70.026303
1135,359.916491,273.887200
1136,73.314887,176.649046
1137,40.354666,136.711947
1138,226.012323,385.977893
1139,488.530810,176.711779
1140,400.459525,188.110565
1141,426.431310,246.339903
1142,475.990474,414.858669
1143,8.135751,14.577512
1144,127.969514,466.353975
1145,444.421283,6.142322
1146,37.476010,89.483619
1147,251.282014,374.693144
1148,200.101071,289.895537
1149,463.016300,248.851743
1150,292.916982,274.256669
